publisher,app_name,title,url,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore,year,genres_Adventure,genres_Casual,genres_Early Access,genres_Free to Play,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Video Production
I-Illusions,Element4l,Element4l,http://store.steampowered.com/app/235820/Element4l/,2013-05-24,"['Indie', 'Platformer', 'Action', 'Atmospheric', 'Great Soundtrack', 'Puzzle', 'Difficult', 'Casual', 'Singleplayer', '2D']",,http://steamcommunity.com/app/235820/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",8.99,False,235820,I-Illusions,Very Positive,77.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Ubisoft,Call of Juarez® Gunslinger,Call of Juarez® Gunslinger,http://store.steampowered.com/app/204450/Call_of_Juarez_Gunslinger/,2013-05-22,"['Western', 'FPS', 'Action', 'Story Rich', 'Bullet Time', 'Comedy', 'Singleplayer', 'Shooter', 'Narration', 'First-Person', 'Adventure', 'Great Soundtrack', 'Dynamic Narration', 'Atmospheric', 'Arcade', 'Funny', 'Historical', 'Alternate History', 'Gore', 'Linear']",,http://steamcommunity.com/app/204450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,204450,Techland,Overwhelmingly Positive,79.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Suspicious Developments,Gunpoint,Gunpoint,http://store.steampowered.com/app/206190/Gunpoint/,2013-06-03,"['Stealth', 'Puzzle', 'Indie', '2D', 'Comedy', 'Singleplayer', 'Pixel Graphics', 'Action', 'Strategy', 'Platformer', 'Noir', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']",,http://steamcommunity.com/app/206190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",9.99,False,206190,Suspicious Developments,Overwhelmingly Positive,83.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Suspicious Developments,Gunpoint,Gunpoint,http://store.steampowered.com/app/206190/Gunpoint/,2013-06-03,"['Stealth', 'Puzzle', 'Indie', '2D', 'Comedy', 'Singleplayer', 'Pixel Graphics', 'Action', 'Strategy', 'Platformer', 'Noir', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']",,http://steamcommunity.com/app/206190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",9.99,False,206190,Suspicious Developments,Overwhelmingly Positive,83.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Suspicious Developments,Gunpoint,Gunpoint,http://store.steampowered.com/app/206190/Gunpoint/,2013-06-03,"['Stealth', 'Puzzle', 'Indie', '2D', 'Comedy', 'Singleplayer', 'Pixel Graphics', 'Action', 'Strategy', 'Platformer', 'Noir', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']",,http://steamcommunity.com/app/206190/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",9.99,False,206190,Suspicious Developments,Overwhelmingly Positive,83.0,2013.0,False,False,False,False,False,False,False,False,False,False,True,False
"Codemasters, Feral Interactive (Mac)",GRID 2,GRID 2,http://store.steampowered.com/app/44350/GRID_2/,2013-05-27,"['Racing', 'Sports', 'Multiplayer', 'Arcade', 'Driving', 'Simulation', 'Singleplayer', 'Split Screen', 'Local Multiplayer', 'Action', 'Controller', 'Open World', 'Realistic', 'Co-op', 'Local Co-Op', 'First-Person', '3D Vision', 'Casual']",,http://steamcommunity.com/app/44350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",29.99,False,44350,"Codemasters Racing,Feral Interactive (Mac)",Very Positive,80.0,2013.0,False,False,False,False,False,False,False,True,False,False,False,False
"Codemasters, Feral Interactive (Mac)",GRID 2,GRID 2,http://store.steampowered.com/app/44350/GRID_2/,2013-05-27,"['Racing', 'Sports', 'Multiplayer', 'Arcade', 'Driving', 'Simulation', 'Singleplayer', 'Split Screen', 'Local Multiplayer', 'Action', 'Controller', 'Open World', 'Realistic', 'Co-op', 'Local Co-Op', 'First-Person', '3D Vision', 'Casual']",,http://steamcommunity.com/app/44350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",29.99,False,44350,"Codemasters Racing,Feral Interactive (Mac)",Very Positive,80.0,2013.0,False,False,False,False,False,False,False,False,False,True,False,False
Nightdive Studios,System Shock 2,System Shock 2,http://store.steampowered.com/app/238210/System_Shock_2/,1999-08-11,"['RPG', 'Cyberpunk', 'Horror', 'Sci-fi', 'Classic', 'FPS', 'Survival Horror', 'Action', 'Cult Classic', 'Space', 'First-Person', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Co-op', 'Inventory Management', 'Shooter', 'Survival', 'Adventure']",,http://steamcommunity.com/app/238210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Trading Cards']",9.99,False,238210,"Irrational Games,Looking Glass Studios",Very Positive,92.0,1999.0,False,False,False,False,False,False,False,False,False,False,False,False
Nightdive Studios,System Shock 2,System Shock 2,http://store.steampowered.com/app/238210/System_Shock_2/,1999-08-11,"['RPG', 'Cyberpunk', 'Horror', 'Sci-fi', 'Classic', 'FPS', 'Survival Horror', 'Action', 'Cult Classic', 'Space', 'First-Person', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Co-op', 'Inventory Management', 'Shooter', 'Survival', 'Adventure']",,http://steamcommunity.com/app/238210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Trading Cards']",9.99,False,238210,"Irrational Games,Looking Glass Studios",Very Positive,92.0,1999.0,False,False,False,False,False,False,True,False,False,False,False,False
THQ Nordic,Thunder Wolves,Thunder Wolves,http://store.steampowered.com/app/232970/Thunder_Wolves/,2013-05-15,"['Action', 'Indie', 'Casual', 'Arcade', 'Shooter', 'Flight']",,http://steamcommunity.com/app/232970/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,232970,Most Wanted Entertainment,Very Positive,69.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
THQ Nordic,Thunder Wolves,Thunder Wolves,http://store.steampowered.com/app/232970/Thunder_Wolves/,2013-05-15,"['Action', 'Indie', 'Casual', 'Arcade', 'Shooter', 'Flight']",,http://steamcommunity.com/app/232970/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,232970,Most Wanted Entertainment,Very Positive,69.0,2013.0,False,True,False,False,False,False,False,False,False,False,False,False
THQ Nordic,Thunder Wolves,Thunder Wolves,http://store.steampowered.com/app/232970/Thunder_Wolves/,2013-05-15,"['Action', 'Indie', 'Casual', 'Arcade', 'Shooter', 'Flight']",,http://steamcommunity.com/app/232970/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,232970,Most Wanted Entertainment,Very Positive,69.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
11 bit studios,Anomaly 2,Anomaly 2,http://store.steampowered.com/app/236730/Anomaly_2/,2013-05-15,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Sci-fi', 'Multiplayer', 'RTS', 'Singleplayer', 'Touch-Friendly']",,http://steamcommunity.com/app/236730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,236730,11 bit studios,Very Positive,77.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
11 bit studios,Anomaly 2,Anomaly 2,http://store.steampowered.com/app/236730/Anomaly_2/,2013-05-15,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Sci-fi', 'Multiplayer', 'RTS', 'Singleplayer', 'Touch-Friendly']",,http://steamcommunity.com/app/236730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,236730,11 bit studios,Very Positive,77.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
11 bit studios,Anomaly 2,Anomaly 2,http://store.steampowered.com/app/236730/Anomaly_2/,2013-05-15,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Sci-fi', 'Multiplayer', 'RTS', 'Singleplayer', 'Touch-Friendly']",,http://steamcommunity.com/app/236730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,236730,11 bit studios,Very Positive,77.0,2013.0,False,False,False,False,False,False,False,False,False,False,True,False
Born Ready Games,Strike Suit Infinity,Strike Suit Infinity,http://store.steampowered.com/app/234160/Strike_Suit_Infinity/,2013-04-30,"['Action', 'Indie', 'Mechs', 'Space', 'Arcade', 'Sci-fi', 'Shooter', 'Fast-Paced', 'Simulation', 'Singleplayer', 'Controller', 'Great Soundtrack', 'Flight']",,http://steamcommunity.com/app/234160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,234160,Born Ready Games Ltd.,Very Positive,66.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Born Ready Games,Strike Suit Infinity,Strike Suit Infinity,http://store.steampowered.com/app/234160/Strike_Suit_Infinity/,2013-04-30,"['Action', 'Indie', 'Mechs', 'Space', 'Arcade', 'Sci-fi', 'Shooter', 'Fast-Paced', 'Simulation', 'Singleplayer', 'Controller', 'Great Soundtrack', 'Flight']",,http://steamcommunity.com/app/234160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,234160,Born Ready Games Ltd.,Very Positive,66.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Trapdoor,FEZ,FEZ,http://store.steampowered.com/app/224760/FEZ/,2013-05-01,"['Platformer', 'Indie', 'Puzzle', 'Exploration', 'Pixel Graphics', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Casual', 'Mystery', '2D', 'Puzzle-Platformer', 'Relaxing', 'Atmospheric', 'Cute', 'Retro', '2.5D', 'Controller', 'Metroidvania', 'Action']",,http://steamcommunity.com/app/224760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,224760,Polytron Corporation,Very Positive,91.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Ubisoft,Far Cry 3 - Blood Dragon,Far Cry 3 - Blood Dragon,http://store.steampowered.com/app/233270/Far_Cry_3__Blood_Dragon/,2013-05-01,"['FPS', '1980s', 'Comedy', 'Open World', 'Action', 'Great Soundtrack', 'Singleplayer', 'Shooter', 'Adventure', 'Sci-fi', 'Cyberpunk', 'Stealth', 'Retro', 'Funny', 'First-Person', 'Dragons', 'Atmospheric', 'Futuristic', 'Parody', 'Post-apocalyptic']",,http://steamcommunity.com/app/233270/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,233270,Ubisoft Montreal,Very Positive,81.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Far Cry 3 - Blood Dragon,Far Cry 3 - Blood Dragon,http://store.steampowered.com/app/233270/Far_Cry_3__Blood_Dragon/,2013-05-01,"['FPS', '1980s', 'Comedy', 'Open World', 'Action', 'Great Soundtrack', 'Singleplayer', 'Shooter', 'Adventure', 'Sci-fi', 'Cyberpunk', 'Stealth', 'Retro', 'Funny', 'First-Person', 'Dragons', 'Atmospheric', 'Futuristic', 'Parody', 'Post-apocalyptic']",,http://steamcommunity.com/app/233270/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,233270,Ubisoft Montreal,Very Positive,81.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
Pocketwatch Games,Monaco: What's Yours Is Mine,Monaco: What's Yours Is Mine,http://store.steampowered.com/app/113020/Monaco_Whats_Yours_Is_Mine/,2013-04-24,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']",,http://steamcommunity.com/app/113020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,113020,Pocketwatch Games,Very Positive,83.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Pocketwatch Games,Monaco: What's Yours Is Mine,Monaco: What's Yours Is Mine,http://store.steampowered.com/app/113020/Monaco_Whats_Yours_Is_Mine/,2013-04-24,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']",,http://steamcommunity.com/app/113020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,113020,Pocketwatch Games,Very Positive,83.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
Pocketwatch Games,Monaco: What's Yours Is Mine,Monaco: What's Yours Is Mine,http://store.steampowered.com/app/113020/Monaco_Whats_Yours_Is_Mine/,2013-04-24,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']",,http://steamcommunity.com/app/113020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,113020,Pocketwatch Games,Very Positive,83.0,2013.0,False,True,False,False,False,False,False,False,False,False,False,False
Pocketwatch Games,Monaco: What's Yours Is Mine,Monaco: What's Yours Is Mine,http://store.steampowered.com/app/113020/Monaco_Whats_Yours_Is_Mine/,2013-04-24,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']",,http://steamcommunity.com/app/113020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,113020,Pocketwatch Games,Very Positive,83.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Pocketwatch Games,Monaco: What's Yours Is Mine,Monaco: What's Yours Is Mine,http://store.steampowered.com/app/113020/Monaco_Whats_Yours_Is_Mine/,2013-04-24,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']",,http://steamcommunity.com/app/113020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,113020,Pocketwatch Games,Very Positive,83.0,2013.0,False,False,False,False,False,False,False,False,False,False,True,False
Lupus Studios Limited,Kairo,Kairo,http://store.steampowered.com/app/233230/Kairo/,2013-04-24,"['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'VR', 'Walking Simulator', 'Horror', 'Minimalist', 'Story Rich']",,http://steamcommunity.com/app/233230/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,233230,Locked Door Puzzle,Mostly Positive,76.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
Lupus Studios Limited,Kairo,Kairo,http://store.steampowered.com/app/233230/Kairo/,2013-04-24,"['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'VR', 'Walking Simulator', 'Horror', 'Minimalist', 'Story Rich']",,http://steamcommunity.com/app/233230/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,233230,Locked Door Puzzle,Mostly Positive,76.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Shawn McGrath,Dyad,Dyad,http://store.steampowered.com/app/223450/Dyad/,2013-04-24,"['Indie', 'Racing', 'Action', 'Psychedelic', 'Music']",,http://steamcommunity.com/app/223450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",14.99,False,223450,][ Games Inc,Mostly Positive,80.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Shawn McGrath,Dyad,Dyad,http://store.steampowered.com/app/223450/Dyad/,2013-04-24,"['Indie', 'Racing', 'Action', 'Psychedelic', 'Music']",,http://steamcommunity.com/app/223450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",14.99,False,223450,][ Games Inc,Mostly Positive,80.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Shawn McGrath,Dyad,Dyad,http://store.steampowered.com/app/223450/Dyad/,2013-04-24,"['Indie', 'Racing', 'Action', 'Psychedelic', 'Music']",,http://steamcommunity.com/app/223450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",14.99,False,223450,][ Games Inc,Mostly Positive,80.0,2013.0,False,False,False,False,False,False,False,True,False,False,False,False
Kalypso Media Digital,Anna - Extended Edition,Anna - Extended Edition,http://store.steampowered.com/app/217690/Anna__Extended_Edition/,2013-04-12,"['Horror', 'Adventure', 'Indie', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Story Rich', 'Great Soundtrack']",,http://steamcommunity.com/app/217690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,217690,Dreampainters,Mixed,75.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
Kalypso Media Digital,Anna - Extended Edition,Anna - Extended Edition,http://store.steampowered.com/app/217690/Anna__Extended_Edition/,2013-04-12,"['Horror', 'Adventure', 'Indie', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Story Rich', 'Great Soundtrack']",,http://steamcommunity.com/app/217690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,217690,Dreampainters,Mixed,75.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
AGM PLAYISM,La-Mulana,La-Mulana,http://store.steampowered.com/app/230700/LaMulana/,2013-04-15,"['Metroidvania', 'Platformer', 'Difficult', 'Indie', 'Adventure', 'Exploration', 'Puzzle', 'Great Soundtrack', 'Action', '2D', 'Remake', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Classic', 'RPG', 'Controller', 'Action-Adventure']",,http://steamcommunity.com/app/230700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,230700,NIGORO,Very Positive,80.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
AGM PLAYISM,La-Mulana,La-Mulana,http://store.steampowered.com/app/230700/LaMulana/,2013-04-15,"['Metroidvania', 'Platformer', 'Difficult', 'Indie', 'Adventure', 'Exploration', 'Puzzle', 'Great Soundtrack', 'Action', '2D', 'Remake', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Classic', 'RPG', 'Controller', 'Action-Adventure']",,http://steamcommunity.com/app/230700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,230700,NIGORO,Very Positive,80.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
AGM PLAYISM,La-Mulana,La-Mulana,http://store.steampowered.com/app/230700/LaMulana/,2013-04-15,"['Metroidvania', 'Platformer', 'Difficult', 'Indie', 'Adventure', 'Exploration', 'Puzzle', 'Great Soundtrack', 'Action', '2D', 'Remake', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Classic', 'RPG', 'Controller', 'Action-Adventure']",,http://steamcommunity.com/app/230700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,230700,NIGORO,Very Positive,80.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Droqen's Games,Starseed Pilgrim,Starseed Pilgrim,http://store.steampowered.com/app/230980/Starseed_Pilgrim/,2013-04-16,"['Indie', 'Adventure', 'Puzzle', 'Minimalist', 'Exploration', 'Atmospheric', 'Puzzle-Platformer', 'Platformer', 'Difficult', '2D', 'Singleplayer']",,http://steamcommunity.com/app/230980/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,False,230980,Droqen,Mostly Positive,83.0,2013.0,True,False,False,False,False,False,False,False,False,False,False,False
Droqen's Games,Starseed Pilgrim,Starseed Pilgrim,http://store.steampowered.com/app/230980/Starseed_Pilgrim/,2013-04-16,"['Indie', 'Adventure', 'Puzzle', 'Minimalist', 'Exploration', 'Atmospheric', 'Puzzle-Platformer', 'Platformer', 'Difficult', '2D', 'Singleplayer']",,http://steamcommunity.com/app/230980/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,False,230980,Droqen,Mostly Positive,83.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
Deep Silver,Sacred Citadel,Sacred Citadel,http://store.steampowered.com/app/207930/Sacred_Citadel/,2013-04-16,"['Action', ""Beat 'em up"", 'Local Co-Op', 'Co-op', 'Side Scroller', 'Platformer', 'Online Co-Op', 'Multiplayer', 'Arcade', 'Fighting', 'Local Multiplayer', '2D', 'RPG', 'Fantasy', 'Indie', 'Hack and Slash', 'Controller', 'Singleplayer']",,http://steamcommunity.com/app/207930/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,False,207930,Southend,Mostly Positive,61.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Microsoft Studios,Age of Empires II HD,Age of Empires II HD,http://store.steampowered.com/app/221380/Age_of_Empires_II_HD/,2013-04-09,"['Strategy', 'RTS', 'Medieval', 'Multiplayer', 'Classic', 'Historical', 'Singleplayer', 'Base Building', 'Resource Management', 'City Builder', 'Co-op', 'Competitive', 'Tactical', 'Real-Time', 'Remake', 'Replay Value', '2D', 'Action', 'Isometric', 'Adventure']",,http://steamcommunity.com/app/221380/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",19.99,False,221380,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",Very Positive,68.0,2013.0,False,False,False,False,False,False,False,False,False,False,True,False
Ubisoft,ShootMania Storm,ShootMania Storm,http://store.steampowered.com/app/229870/ShootMania_Storm/,2013-04-10,"['Action', 'FPS', 'Multiplayer', 'Level Editor', 'Moddable', 'Shooter', 'Fast-Paced', 'Competitive', 'Arena Shooter', 'Co-op']",,http://steamcommunity.com/app/229870/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",19.99,False,229870,Nadeo,Very Positive,76.0,2013.0,False,False,False,False,False,False,False,False,False,False,False,False
Devolver Digital,Dungeon Hearts,Dungeon Hearts,http://store.steampowered.com/app/229520/Dungeon_Hearts/,2013-03-28,"['Casual', 'Indie', 'Strategy', 'Puzzle', 'Match 3', 'Action', 'Singleplayer', 'RPG', 'Fantasy', 'Arcade', 'Female Protagonist']",,http://steamcommunity.com/app/229520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Steam Leaderboards']",2.99,False,229520,Cube Roots,Mixed,73.0,2013.0,False,True,False,False,False,False,False,False,False,False,False,False
Devolver Digital,Dungeon Hearts,Dungeon Hearts,http://store.steampowered.com/app/229520/Dungeon_Hearts/,2013-03-28,"['Casual', 'Indie', 'Strategy', 'Puzzle', 'Match 3', 'Action', 'Singleplayer', 'RPG', 'Fantasy', 'Arcade', 'Female Protagonist']",,http://steamcommunity.com/app/229520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Steam Leaderboards']",2.99,False,229520,Cube Roots,Mixed,73.0,2013.0,False,False,False,False,True,False,False,False,False,False,False,False
